Rossz,Szomszedos,Okt. 6--8.,Okt. 20--22.,Nov. 10--12.,Nov. 17--19.,Nov. 24--26.,Dec. 1--3.,Dec. 8--10.,Dec. 15--17.,Jan. 5--7.,Jan. 12--14.,Jan. 19--21.,Jan. 26--28.
5,4,Medve,,,Lemur,Ka,Zooey,,Franny,Bébé,,Beluga,Mongúz
5,4,Bébé,,Mongúz,,Ka,Zooey,Lemur,Franny,Beluga,,,Medve
5,4,Medve,,Mongúz,,Ka,Zooey,Lemur,Franny,Beluga,,Bébé,
5,4,Bébé,,Mongúz,,Ka,Zooey,Lemur,Franny,,Beluga,Medve,
5,4,,Bébé,Mongúz,,Ka,Zooey,Lemur,Franny,,Beluga,,Medve
5,4,Bébé,,Beluga,,Ka,Zooey,Lemur,Franny,Mongúz,,Medve,
5,4,,Bébé,,Beluga,Ka,Zooey,Lemur,Franny,,Mongúz,,Medve
5,4,Bébé,,Beluga,,Ka,Zooey,Lemur,Franny,Medve,,,Mongúz
5,4,Medve,,Beluga,,Ka,Zooey,Lemur,Franny,Bébé,,,Mongúz
5,4,Medve,,Beluga,,Ka,Zooey,Lemur,Franny,,,Bébé,Mongúz
5,4,Medve,,,Beluga,Ka,Zooey,Lemur,Franny,,Bébé,,Mongúz
5,4,Bébé,,Mongúz,,Ka,Zooey,Beluga,Franny,Medve,,Lemur,
5,4,Bébé,,Mongúz,,Ka,Zooey,Beluga,Franny,,,Lemur,Medve
5,4,Medve,,Mongúz,,Ka,Zooey,Beluga,Franny,Bébé,,Lemur,
5,4,Bébé,,Mongúz,,Ka,Zooey,Medve,Franny,Beluga,,Lemur,
5,4,Medve,,Mongúz,,Ka,Zooey,Bébé,Franny,Beluga,,Lemur,
5,4,Medve,,Mongúz,,Ka,Zooey,,Franny,Beluga,Bébé,Lemur,
5,4,Bébé,,Mongúz,,Ka,Zooey,,Franny,Medve,Beluga,Lemur,
5,4,Medve,Bébé,Mongúz,,Ka,Zooey,,Franny,,Beluga,Lemur,
5,4,Medve,,Mongúz,,Ka,Zooey,,Franny,Bébé,Beluga,Lemur,
5,4,Bébé,,Beluga,Mongúz,Ka,Zooey,,Franny,Medve,,Lemur,
5,4,Bébé,,Beluga,Mongúz,Ka,Zooey,,Franny,,,Lemur,Medve
5,4,Medve,,Beluga,Mongúz,Ka,Zooey,,Franny,Bébé,,Lemur,
5,4,Bébé,,,Mongúz,Ka,Zooey,,Franny,Beluga,,Lemur,Medve
5,4,Medve,Bébé,,Mongúz,Ka,Zooey,,Franny,Beluga,,Lemur,
5,4,,Bébé,,Mongúz,Ka,Zooey,,Franny,,Beluga,Lemur,Medve
5,4,Bébé,,Beluga,,Ka,Zooey,Mongúz,Franny,Medve,,Lemur,
5,4,Bébé,,Beluga,,Ka,Zooey,Mongúz,Franny,,,Lemur,Medve
5,4,Medve,,Beluga,,Ka,Zooey,Mongúz,Franny,Bébé,,Lemur,
5,4,Medve,Bébé,Beluga,,Ka,Zooey,,Franny,Mongúz,,Lemur,
5,4,Medve,,,Beluga,Ka,Zooey,,Franny,Mongúz,,Lemur,Bébé
5,4,,Bébé,Beluga,,Ka,Zooey,,Franny,,Mongúz,Lemur,Medve
5,4,Bébé,,,Beluga,Ka,Zooey,,Franny,,Mongúz,Lemur,Medve
5,4,Medve,Bébé,,Beluga,Ka,Zooey,,Franny,,Mongúz,Lemur,
5,4,Bébé,,Beluga,,Ka,Zooey,Medve,Franny,,,Lemur,Mongúz
5,4,Medve,,Beluga,,Ka,Zooey,Bébé,Franny,,,Lemur,Mongúz
5,4,Medve,Bébé,,,Ka,Zooey,,Franny,,Beluga,Lemur,Mongúz
5,4,Bébé,,Mongúz,Beluga,Ka,Zooey,,Franny,Medve,,,Lemur
5,4,Medve,,Mongúz,Beluga,Ka,Zooey,,Franny,Bébé,,,Lemur
5,4,Medve,,Mongúz,Beluga,Ka,Zooey,,Franny,,,Bébé,Lemur
5,4,,Bébé,Mongúz,,Ka,Zooey,,Franny,,Beluga,Medve,Lemur
5,4,,Bébé,,Mongúz,Ka,Zooey,,Franny,Beluga,,Medve,Lemur
5,4,,Bébé,Beluga,,Ka,Zooey,,Franny,Mongúz,,Medve,Lemur
5,4,Bébé,,,Beluga,Ka,Zooey,,Franny,Mongúz,,Medve,Lemur
5,4,,Bébé,,Beluga,Ka,Zooey,,Franny,,Mongúz,Medve,Lemur
5,4,,Bébé,,Beluga,Ka,Zooey,,Franny,Medve,,Mongúz,Lemur
5,4,,Lemur,Mongúz,,Bébé,Zooey,Ka,Franny,,Beluga,,Medve
5,4,,Lemur,Mongúz,,Medve,Zooey,Ka,Franny,,Beluga,,Bébé
5,4,,Lemur,,Mongúz,Beluga,Zooey,Ka,Franny,,Bébé,,Medve
5,4,Bébé,Lemur,,Mongúz,,Zooey,Ka,Franny,Beluga,,Medve,
5,4,,Lemur,,Mongúz,,Zooey,Ka,Franny,Beluga,,Bébé,Medve
5,4,,Lemur,,Mongúz,,Zooey,Ka,Franny,Beluga,,Medve,Bébé
5,4,Bébé,Lemur,,Beluga,,Zooey,Ka,Franny,Mongúz,,,Medve
5,4,,Lemur,,Beluga,,Zooey,Ka,Franny,Mongúz,Bébé,,Medve
5,4,Medve,Lemur,,Beluga,,Zooey,Ka,Franny,Mongúz,,Bébé,
5,4,Bébé,Lemur,,Beluga,,Zooey,Ka,Franny,,Mongúz,Medve,
5,4,,Lemur,,Beluga,Bébé,Zooey,Ka,Franny,,Mongúz,,Medve
5,4,,Lemur,,Beluga,,Zooey,Ka,Franny,Bébé,Mongúz,,Medve
5,4,,Lemur,,Beluga,,Zooey,Ka,Franny,,Mongúz,Bébé,Medve
5,4,,Lemur,,Beluga,Medve,Zooey,Ka,Franny,,Mongúz,,Bébé
5,4,,Lemur,,Beluga,,Zooey,Ka,Franny,,Mongúz,Medve,Bébé
5,4,Bébé,Lemur,,Beluga,,Zooey,Ka,Franny,Medve,,Mongúz,
5,4,Bébé,Lemur,,Beluga,,Zooey,Ka,Franny,,,Mongúz,Medve
5,4,Medve,Lemur,,Beluga,,Zooey,Ka,Franny,Bébé,,Mongúz,
5,4,,Lemur,,Beluga,,Zooey,Ka,Franny,,Bébé,Mongúz,Medve
5,4,,Lemur,,Beluga,,Zooey,Ka,Franny,Medve,,Mongúz,Bébé
5,4,Medve,Lemur,,,Beluga,Zooey,Ka,Franny,,Bébé,,Mongúz
5,4,Bébé,Lemur,,,Medve,Zooey,Ka,Franny,,Beluga,,Mongúz
5,4,Bébé,,Lemur,Beluga,,Zooey,Ka,Franny,Mongúz,,Medve,
5,4,Bébé,,Lemur,,Beluga,Zooey,Ka,Franny,Mongúz,,Medve,
5,4,Bébé,,Lemur,Beluga,,Zooey,Ka,Franny,Medve,,,Mongúz
5,4,Medve,,Lemur,Beluga,,Zooey,Ka,Franny,Bébé,,,Mongúz
5,4,Medve,,Lemur,Beluga,,Zooey,Ka,Franny,,,Bébé,Mongúz
5,4,Bébé,,Lemur,,Beluga,Zooey,Ka,Franny,Medve,,,Mongúz
5,4,Medve,,Lemur,,Beluga,Zooey,Ka,Franny,Bébé,,,Mongúz
5,4,Medve,,Lemur,,Beluga,Zooey,Ka,Franny,,,Bébé,Mongúz
5,4,Bébé,,Lemur,,Medve,Zooey,Ka,Franny,Beluga,,,Mongúz
5,4,Bébé,,Lemur,,,Zooey,Ka,Franny,Beluga,,Medve,Mongúz
5,4,,Bébé,Lemur,,Medve,Zooey,Ka,Franny,,Beluga,,Mongúz
5,4,Bébé,,Mongúz,Lemur,,Zooey,Ka,Franny,Beluga,,,Medve
5,4,Medve,,Mongúz,Lemur,,Zooey,Ka,Franny,Beluga,,Bébé,
5,4,Bébé,,Mongúz,Lemur,,Zooey,Ka,Franny,,Beluga,Medve,
5,4,,Bébé,Mongúz,Lemur,,Zooey,Ka,Franny,,Beluga,,Medve
5,4,Bébé,,Beluga,Lemur,,Zooey,Ka,Franny,Mongúz,,Medve,
5,4,,Bébé,,Lemur,Beluga,Zooey,Ka,Franny,,Mongúz,,Medve
5,4,,Bébé,,Lemur,,Zooey,Ka,Franny,Beluga,,Mongúz,Medve
5,4,Bébé,,Beluga,Lemur,,Zooey,Ka,Franny,Medve,,,Mongúz
5,4,Medve,,Beluga,Lemur,,Zooey,Ka,Franny,Bébé,,,Mongúz
5,4,Medve,,Beluga,Lemur,,Zooey,Ka,Franny,,,Bébé,Mongúz
5,4,Medve,,,Lemur,Beluga,Zooey,Ka,Franny,,Bébé,,Mongúz
5,4,Medve,Bébé,,Lemur,,Zooey,Ka,Franny,Beluga,,,Mongúz
5,4,Medve,,,Lemur,,Zooey,Ka,Franny,Beluga,,Bébé,Mongúz
5,4,Bébé,,,Lemur,Medve,Zooey,Ka,Franny,,Beluga,,Mongúz
5,4,Bébé,,,Lemur,,Zooey,Ka,Franny,,Beluga,Medve,Mongúz
5,4,,Bébé,,Lemur,,Zooey,Ka,Franny,Medve,Beluga,,Mongúz
5,4,,Bébé,,Lemur,,Zooey,Ka,Franny,Medve,,Beluga,Mongúz
5,4,Medve,,Mongúz,Beluga,,Zooey,Ka,Franny,,Bébé,Lemur,
5,4,Medve,,Mongúz,Beluga,,Zooey,Ka,Franny,,,Lemur,Bébé
5,4,Medve,,Mongúz,,Beluga,Zooey,Ka,Franny,,Bébé,Lemur,
5,4,Medve,,Mongúz,,Beluga,Zooey,Ka,Franny,,,Lemur,Bébé
5,4,Bébé,,Mongúz,,,Zooey,Ka,Franny,Beluga,,Lemur,Medve
5,4,Medve,,Mongúz,,Bébé,Zooey,Ka,Franny,Beluga,,Lemur,
5,4,Bébé,,Mongúz,,Medve,Zooey,Ka,Franny,,Beluga,Lemur,
5,4,,Bébé,,Mongúz,,Zooey,Ka,Franny,Beluga,,Lemur,Medve
5,4,Bébé,,Beluga,,Medve,Zooey,Ka,Franny,Mongúz,,Lemur,
5,4,Bébé,,,Beluga,,Zooey,Ka,Franny,Mongúz,,Lemur,Medve
5,4,Medve,Bébé,,Beluga,,Zooey,Ka,Franny,Mongúz,,Lemur,
5,4,,Bébé,,Beluga,,Zooey,Ka,Franny,,Mongúz,Lemur,Medve
5,4,Bébé,,Beluga,,,Zooey,Ka,Franny,Medve,,Lemur,Mongúz
5,4,Medve,,Beluga,,Bébé,Zooey,Ka,Franny,,,Lemur,Mongúz
5,4,Medve,,Beluga,,,Zooey,Ka,Franny,Bébé,,Lemur,Mongúz
5,4,Medve,,,Beluga,,Zooey,Ka,Franny,,Bébé,Lemur,Mongúz
5,4,Bébé,,Mongúz,Beluga,,Zooey,Ka,Franny,,,Medve,Lemur
5,4,Bébé,,Mongúz,,Beluga,Zooey,Ka,Franny,,,Medve,Lemur
5,4,,Bébé,,Beluga,,Zooey,Ka,Franny,Mongúz,,Medve,Lemur
5,4,,Lemur,Mongúz,Beluga,,Zooey,Bébé,Franny,,Ka,,Medve
5,4,Medve,Lemur,Mongúz,Beluga,,Zooey,,Franny,,Ka,Bébé,
5,4,,Lemur,Mongúz,Beluga,,Zooey,,Franny,Medve,Ka,,Bébé
5,4,,Lemur,Mongúz,,Beluga,Zooey,Bébé,Franny,,Ka,,Medve
5,4,Medve,Lemur,Mongúz,,Beluga,Zooey,,Franny,,Ka,Bébé,
5,4,,Lemur,Mongúz,,Beluga,Zooey,,Franny,Medve,Ka,,Bébé
5,4,,Lemur,Mongúz,,Bébé,Zooey,,Franny,Beluga,Ka,,Medve
5,4,,Lemur,Mongúz,,Medve,Zooey,,Franny,Beluga,Ka,,Bébé
5,4,Bébé,Lemur,,Mongúz,Beluga,Zooey,,Franny,,Ka,Medve,
5,4,,Lemur,,Mongúz,Beluga,Zooey,,Franny,Bébé,Ka,,Medve
5,4,,Lemur,,Mongúz,Beluga,Zooey,,Franny,,Ka,Bébé,Medve
5,4,,Lemur,,Mongúz,Beluga,Zooey,,Franny,,Ka,Medve,Bébé
5,4,Bébé,Lemur,,Beluga,,Zooey,Mongúz,Franny,,Ka,Medve,
5,4,,Lemur,,Beluga,Bébé,Zooey,Mongúz,Franny,,Ka,,Medve
5,4,,Lemur,,Beluga,,Zooey,Mongúz,Franny,Bébé,Ka,,Medve
5,4,,Lemur,,Beluga,,Zooey,Mongúz,Franny,,Ka,Bébé,Medve
5,4,,Lemur,,Beluga,Medve,Zooey,Mongúz,Franny,,Ka,,Bébé
5,4,,Lemur,,Beluga,,Zooey,Mongúz,Franny,,Ka,Medve,Bébé
5,4,Bébé,Lemur,,Beluga,,Zooey,,Franny,Mongúz,Ka,Medve,
5,4,,Lemur,,Beluga,Bébé,Zooey,,Franny,Mongúz,Ka,,Medve
5,4,,Lemur,,Beluga,,Zooey,,Franny,Mongúz,Ka,Bébé,Medve
5,4,,Lemur,,Beluga,Medve,Zooey,,Franny,Mongúz,Ka,,Bébé
5,4,,Lemur,,Beluga,,Zooey,,Franny,Mongúz,Ka,Medve,Bébé
5,4,Bébé,Lemur,,Beluga,Medve,Zooey,,Franny,,Ka,Mongúz,
5,4,,Lemur,,Beluga,Bébé,Zooey,,Franny,,Ka,Mongúz,Medve
5,4,,Lemur,,Beluga,,Zooey,,Franny,Bébé,Ka,Mongúz,Medve
5,4,,Lemur,,Beluga,Medve,Zooey,,Franny,,Ka,Mongúz,Bébé
5,4,Bébé,Lemur,Beluga,,,Zooey,,Franny,,Ka,Medve,Mongúz
5,4,,Lemur,Beluga,,Bébé,Zooey,,Franny,Medve,Ka,,Mongúz
5,4,,Lemur,Beluga,,Medve,Zooey,Bébé,Franny,,Ka,,Mongúz
5,4,,Lemur,,Beluga,Bébé,Zooey,Medve,Franny,,Ka,,Mongúz
5,4,,Lemur,,Beluga,,Zooey,Bébé,Franny,Medve,Ka,,Mongúz
5,4,,Lemur,,Beluga,,Zooey,Medve,Franny,Bébé,Ka,,Mongúz
5,4,,Lemur,,Beluga,,Zooey,Medve,Franny,,Ka,Bébé,Mongúz
5,4,Bébé,Lemur,,,Beluga,Zooey,,Franny,Medve,Ka,,Mongúz
5,4,Medve,Lemur,,,Beluga,Zooey,,Franny,Bébé,Ka,,Mongúz
5,4,Medve,Lemur,,,Beluga,Zooey,,Franny,,Ka,Bébé,Mongúz
5,4,Bébé,Lemur,,,Medve,Zooey,,Franny,Beluga,Ka,,Mongúz
5,4,,Bébé,Lemur,Beluga,,Zooey,,Franny,Medve,Ka,,Mongúz
5,4,,Bébé,Lemur,,Beluga,Zooey,,Franny,Medve,Ka,,Mongúz
5,4,,Bébé,Lemur,,Medve,Zooey,,Franny,Beluga,Ka,,Mongúz
5,4,Medve,,Mongúz,Lemur,Beluga,Zooey,,Franny,,Ka,Bébé,
5,4,Bébé,,Mongúz,Lemur,,Zooey,,Franny,Beluga,Ka,Medve,
5,4,,Bébé,Mongúz,Lemur,,Zooey,,Franny,Beluga,Ka,,Medve
5,4,,Bébé,,Lemur,Beluga,Zooey,Mongúz,Franny,,Ka,,Medve
5,4,,Bébé,,Lemur,Beluga,Zooey,,Franny,Mongúz,Ka,,Medve
5,4,,Bébé,,Lemur,Beluga,Zooey,,Franny,,Ka,Mongúz,Medve
5,4,,Bébé,Beluga,Lemur,,Zooey,,Franny,Medve,Ka,,Mongúz
5,4,Bébé,,,Lemur,Beluga,Zooey,,Franny,Medve,Ka,,Mongúz
5,4,,Bébé,,Lemur,Beluga,Zooey,Medve,Franny,,Ka,,Mongúz
5,4,Medve,,,Lemur,Beluga,Zooey,,Franny,Bébé,Ka,,Mongúz
5,4,Medve,,,Lemur,Beluga,Zooey,,Franny,,Ka,Bébé,Mongúz
5,4,,Bébé,,Lemur,Medve,Zooey,Beluga,Franny,,Ka,,Mongúz
5,4,,Bébé,,Lemur,,Zooey,Beluga,Franny,,Ka,Medve,Mongúz
5,4,Bébé,,,Lemur,Medve,Zooey,,Franny,Beluga,Ka,,Mongúz
5,4,Bébé,,,Lemur,,Zooey,,Franny,Beluga,Ka,Medve,Mongúz
5,4,,Bébé,,Lemur,Medve,Zooey,,Franny,,Ka,Beluga,Mongúz
5,4,,Bébé,,Beluga,Lemur,Zooey,,Franny,,Ka,Medve,Mongúz
5,4,Bébé,,Mongúz,Beluga,,Zooey,Lemur,Franny,,Ka,Medve,
5,4,,Bébé,Mongúz,Beluga,,Zooey,Lemur,Franny,,Ka,,Medve
5,4,Bébé,,Mongúz,,Beluga,Zooey,Lemur,Franny,,Ka,Medve,
5,4,,Bébé,Mongúz,,Beluga,Zooey,Lemur,Franny,,Ka,,Medve
5,4,,Bébé,Beluga,,Medve,Zooey,Lemur,Franny,,Ka,,Mongúz
5,4,Bébé,,,Beluga,Medve,Zooey,Lemur,Franny,,Ka,,Mongúz
5,4,Bébé,,,Beluga,,Zooey,Lemur,Franny,,Ka,Medve,Mongúz
5,4,,Bébé,,Beluga,,Zooey,Lemur,Franny,Medve,Ka,,Mongúz
5,4,Bébé,,Mongúz,Beluga,,Zooey,,Franny,Medve,Ka,Lemur,
5,4,Medve,Bébé,Mongúz,Beluga,,Zooey,,Franny,,Ka,Lemur,
5,4,Medve,,Mongúz,Beluga,Bébé,Zooey,,Franny,,Ka,Lemur,
5,4,Medve,,Mongúz,Beluga,,Zooey,,Franny,Bébé,Ka,Lemur,
5,4,Bébé,,Mongúz,,Beluga,Zooey,,Franny,Medve,Ka,Lemur,
5,4,Medve,Bébé,Mongúz,,Beluga,Zooey,,Franny,,Ka,Lemur,
5,4,Medve,,Mongúz,,Beluga,Zooey,,Franny,Bébé,Ka,Lemur,
5,4,Bébé,,Mongúz,,Medve,Zooey,,Franny,Beluga,Ka,Lemur,
5,4,,Bébé,,Mongúz,Beluga,Zooey,,Franny,,Ka,Lemur,Medve
5,4,,Bébé,,Beluga,,Zooey,Mongúz,Franny,,Ka,Lemur,Medve
5,4,,Bébé,,Beluga,,Zooey,,Franny,Mongúz,Ka,Lemur,Medve
5,4,Bébé,,,Beluga,,Zooey,,Franny,Medve,Ka,Lemur,Mongúz
5,4,,Bébé,,Beluga,,Zooey,Medve,Franny,,Ka,Lemur,Mongúz
5,4,Medve,,,Beluga,Bébé,Zooey,,Franny,,Ka,Lemur,Mongúz
5,4,Medve,,,Beluga,,Zooey,,Franny,Bébé,Ka,Lemur,Mongúz
5,4,Medve,Bébé,,,Beluga,Zooey,,Franny,,Ka,Lemur,Mongúz
5,4,,Bébé,Mongúz,Beluga,Medve,Zooey,,Franny,,Ka,,Lemur
5,4,,Bébé,Mongúz,Beluga,,Zooey,,Franny,,Ka,Medve,Lemur
5,4,,Bébé,Mongúz,,Beluga,Zooey,,Franny,,Ka,Medve,Lemur
5,4,Bébé,Lemur,Mongúz,Beluga,,Zooey,,Franny,Medve,,Ka,
5,4,Bébé,Lemur,Mongúz,Beluga,,Zooey,,Franny,,,Ka,Medve
5,4,Medve,Lemur,Mongúz,Beluga,,Zooey,,Franny,Bébé,,Ka,
5,4,,Lemur,Mongúz,Beluga,,Zooey,,Franny,,Bébé,Ka,Medve
5,4,,Lemur,Mongúz,Beluga,,Zooey,,Franny,Medve,,Ka,Bébé
5,4,Bébé,Lemur,Mongúz,,Beluga,Zooey,,Franny,Medve,,Ka,
5,4,Bébé,Lemur,Mongúz,,Beluga,Zooey,,Franny,,,Ka,Medve
5,4,Medve,Lemur,Mongúz,,Beluga,Zooey,,Franny,Bébé,,Ka,
5,4,,Lemur,Mongúz,,Beluga,Zooey,,Franny,,Bébé,Ka,Medve
5,4,,Lemur,Mongúz,,Beluga,Zooey,,Franny,Medve,,Ka,Bébé
5,4,Bébé,Lemur,Mongúz,,Medve,Zooey,,Franny,Beluga,,Ka,
5,4,,Lemur,Mongúz,,Bébé,Zooey,,Franny,Beluga,,Ka,Medve
5,4,,Lemur,Mongúz,,Medve,Zooey,,Franny,Beluga,,Ka,Bébé
5,4,,Lemur,,Mongúz,Beluga,Zooey,,Franny,Bébé,,Ka,Medve
5,4,,Lemur,,Beluga,,Zooey,Mongúz,Franny,Bébé,,Ka,Medve
5,4,Bébé,Lemur,,Beluga,Medve,Zooey,,Franny,Mongúz,,Ka,
5,4,,Lemur,,Beluga,Bébé,Zooey,,Franny,Mongúz,,Ka,Medve
5,4,,Lemur,,Beluga,Medve,Zooey,,Franny,Mongúz,,Ka,Bébé
5,4,Bébé,Lemur,Beluga,,Medve,Zooey,,Franny,,,Ka,Mongúz
5,4,,Lemur,Beluga,,Bébé,Zooey,,Franny,Medve,,Ka,Mongúz
5,4,,Lemur,Beluga,,Medve,Zooey,,Franny,,Bébé,Ka,Mongúz
5,4,Medve,Lemur,,Beluga,Bébé,Zooey,,Franny,,,Ka,Mongúz
5,4,,Lemur,,Beluga,,Zooey,Bébé,Franny,Medve,,Ka,Mongúz
5,4,,Lemur,,Beluga,,Zooey,Medve,Franny,Bébé,,Ka,Mongúz
5,4,,Lemur,,Beluga,,Zooey,,Franny,Medve,Bébé,Ka,Mongúz
5,4,Bébé,Lemur,,,Beluga,Zooey,,Franny,Medve,,Ka,Mongúz
5,4,Medve,Lemur,,,Beluga,Zooey,,Franny,Bébé,,Ka,Mongúz
5,4,Bébé,Lemur,,,Medve,Zooey,,Franny,Beluga,,Ka,Mongúz
5,4,Bébé,,Lemur,Beluga,Medve,Zooey,,Franny,,,Ka,Mongúz
5,4,,Bébé,Lemur,Beluga,,Zooey,,Franny,Medve,,Ka,Mongúz
5,4,,Bébé,Lemur,,Beluga,Zooey,,Franny,Medve,,Ka,Mongúz
5,4,,Bébé,Lemur,,Medve,Zooey,,Franny,Beluga,,Ka,Mongúz
5,4,Bébé,,Mongúz,Lemur,Beluga,Zooey,,Franny,Medve,,Ka,
5,4,Bébé,,Mongúz,Lemur,Beluga,Zooey,,Franny,,,Ka,Medve
5,4,Medve,,Mongúz,Lemur,Beluga,Zooey,,Franny,Bébé,,Ka,
5,4,Bébé,,Mongúz,Lemur,Medve,Zooey,,Franny,Beluga,,Ka,
5,4,,Bébé,Mongúz,Lemur,,Zooey,,Franny,Beluga,,Ka,Medve
5,4,,Bébé,,Lemur,Beluga,Zooey,,Franny,Mongúz,,Ka,Medve
5,4,Bébé,,Beluga,Lemur,Medve,Zooey,,Franny,,,Ka,Mongúz
5,4,,Bébé,Beluga,Lemur,,Zooey,,Franny,Medve,,Ka,Mongúz
5,4,Bébé,,,Lemur,Beluga,Zooey,,Franny,Medve,,Ka,Mongúz
5,4,Medve,Bébé,,Lemur,Beluga,Zooey,,Franny,,,Ka,Mongúz
5,4,Medve,,,Lemur,Beluga,Zooey,,Franny,Bébé,,Ka,Mongúz
5,4,Bébé,,,Lemur,Medve,Zooey,,Franny,Beluga,,Ka,Mongúz
5,4,,Bébé,,Lemur,Medve,Zooey,,Franny,,Beluga,Ka,Mongúz
5,4,,Bébé,,Beluga,,Zooey,Lemur,Franny,Medve,,Ka,Mongúz
5,4,Medve,Lemur,Mongúz,,,Zooey,,Franny,Beluga,Bébé,,Ka
5,4,Bébé,Lemur,Mongúz,,,Zooey,,Franny,Medve,Beluga,,Ka
5,4,,Lemur,Mongúz,,Bébé,Zooey,Medve,Franny,,Beluga,,Ka
5,4,Medve,Lemur,Mongúz,,,Zooey,,Franny,Bébé,Beluga,,Ka
5,4,Medve,Lemur,Mongúz,,,Zooey,,Franny,,Beluga,Bébé,Ka
5,4,Bébé,Lemur,Mongúz,,,Zooey,,Franny,Medve,,Beluga,Ka
5,4,Medve,Lemur,Mongúz,,Bébé,Zooey,,Franny,,,Beluga,Ka
5,4,Medve,Lemur,Mongúz,,,Zooey,,Franny,Bébé,,Beluga,Ka
5,4,Bébé,Lemur,Beluga,Mongúz,,Zooey,,Franny,Medve,,,Ka
5,4,Medve,Lemur,Beluga,Mongúz,,Zooey,,Franny,Bébé,,,Ka
5,4,,Lemur,Beluga,Mongúz,,Zooey,,Franny,Medve,Bébé,,Ka
5,4,Medve,Lemur,Beluga,Mongúz,,Zooey,,Franny,,,Bébé,Ka
5,4,,Lemur,,Mongúz,Beluga,Zooey,Medve,Franny,,Bébé,,Ka
5,4,Bébé,Lemur,,Mongúz,,Zooey,Beluga,Franny,,,Medve,Ka
5,4,,Lemur,,Mongúz,Medve,Zooey,Beluga,Franny,,Bébé,,Ka
5,4,,Lemur,,Mongúz,,Zooey,Beluga,Franny,,Bébé,Medve,Ka
5,4,,Lemur,,Mongúz,,Zooey,Beluga,Franny,Medve,,Bébé,Ka
5,4,Medve,Lemur,,Mongúz,Bébé,Zooey,,Franny,Beluga,,,Ka
5,4,,Lemur,,Mongúz,,Zooey,Medve,Franny,Beluga,,Bébé,Ka
5,4,,Lemur,,Mongúz,Bébé,Zooey,,Franny,Medve,Beluga,,Ka
5,4,,Lemur,,Mongúz,Medve,Zooey,Bébé,Franny,,Beluga,,Ka
5,4,,Lemur,,Mongúz,,Zooey,Bébé,Franny,,Beluga,Medve,Ka
5,4,,Lemur,,Mongúz,,Zooey,,Franny,Medve,Beluga,Bébé,Ka
5,4,Bébé,Lemur,,Mongúz,Medve,Zooey,,Franny,,,Beluga,Ka
5,4,,Lemur,,Mongúz,Bébé,Zooey,,Franny,Medve,,Beluga,Ka
5,4,,Lemur,,Mongúz,Medve,Zooey,,Franny,,Bébé,Beluga,Ka
5,4,Bébé,Lemur,Beluga,,Mongúz,Zooey,,Franny,,,Medve,Ka
5,4,,Lemur,Beluga,,Mongúz,Zooey,,Franny,,Bébé,Medve,Ka
5,4,,Lemur,Beluga,,Mongúz,Zooey,,Franny,Medve,,Bébé,Ka
5,4,Bébé,Lemur,,Beluga,Mongúz,Zooey,,Franny,Medve,,,Ka
5,4,Medve,Lemur,,Beluga,Mongúz,Zooey,,Franny,Bébé,,,Ka
5,4,,Lemur,,Beluga,Mongúz,Zooey,,Franny,Medve,Bébé,,Ka
5,4,Medve,Lemur,,Beluga,Mongúz,Zooey,,Franny,,,Bébé,Ka
5,4,Bébé,Lemur,,,Mongúz,Zooey,,Franny,Beluga,,Medve,Ka
5,4,Medve,Lemur,,,Beluga,Zooey,Mongúz,Franny,,Bébé,,Ka
5,4,Bébé,Lemur,,,Medve,Zooey,Mongúz,Franny,,Beluga,,Ka
5,4,Medve,Lemur,Beluga,,Bébé,Zooey,,Franny,Mongúz,,,Ka
5,4,Medve,Lemur,Beluga,,,Zooey,,Franny,Mongúz,,Bébé,Ka
5,4,Bébé,Lemur,,Beluga,,Zooey,Medve,Franny,Mongúz,,,Ka
5,4,Medve,Lemur,,Beluga,,Zooey,Bébé,Franny,Mongúz,,,Ka
5,4,,Lemur,,Beluga,,Zooey,Medve,Franny,Mongúz,Bébé,,Ka
5,4,Medve,Lemur,,,Beluga,Zooey,,Franny,Mongúz,Bébé,,Ka
5,4,Bébé,Lemur,,,Medve,Zooey,,Franny,Mongúz,Beluga,,Ka
5,4,Bébé,Lemur,,,Medve,Zooey,,Franny,Mongúz,,Beluga,Ka
5,4,Bébé,Lemur,Beluga,,,Zooey,,Franny,,Mongúz,Medve,Ka
5,4,,Lemur,Beluga,,Bébé,Zooey,,Franny,Medve,Mongúz,,Ka
5,4,,Lemur,Beluga,,Medve,Zooey,Bébé,Franny,,Mongúz,,Ka
5,4,,Lemur,,Beluga,Bébé,Zooey,Medve,Franny,,Mongúz,,Ka
5,4,,Lemur,,Beluga,,Zooey,Bébé,Franny,Medve,Mongúz,,Ka
5,4,,Lemur,,Beluga,,Zooey,Medve,Franny,Bébé,Mongúz,,Ka
5,4,,Lemur,,Beluga,,Zooey,Medve,Franny,,Mongúz,Bébé,Ka
5,4,Bébé,Lemur,,,Beluga,Zooey,,Franny,Medve,Mongúz,,Ka
5,4,Medve,Lemur,,,Beluga,Zooey,,Franny,Bébé,Mongúz,,Ka
5,4,Medve,Lemur,,,Beluga,Zooey,,Franny,,Mongúz,Bébé,Ka
5,4,Bébé,Lemur,,,Medve,Zooey,,Franny,Beluga,Mongúz,,Ka
